COUNTRY,PSRAID,MUSLIM,Q34A
Kenya,100618,Not Muslim,Some confidence
Kenya,100619,Not Muslim,Some confidence
Kenya,100620,Not Muslim,A lot of confidence
Kenya,100621,Not Muslim,A lot of confidence
Kenya,100622,Not Muslim,Some confidence
Kenya,100623,Not Muslim,A lot of confidence
Kenya,100624,Not Muslim,Some confidence
Kenya,100625,Not Muslim,Not too much confidence
Kenya,100626,Not Muslim,Some confidence
Kenya,100627,Not Muslim,A lot of confidence
Kenya,100628,Not Muslim,A lot of confidence
Kenya,100629,Not Muslim,A lot of confidence
Kenya,100630,Not Muslim,A lot of confidence
Kenya,100631,Not Muslim,A lot of confidence
Kenya,100632,Not Muslim,A lot of confidence
Kenya,100633,Not Muslim,A lot of confidence
Kenya,100634,Not Muslim,Some confidence
Kenya,100635,Not Muslim,A lot of confidence
Kenya,100636,Not Muslim,A lot of confidence
Kenya,100637,Not Muslim,A lot of confidence
Kenya,100638,Not Muslim,A lot of confidence
Kenya,100639,Not Muslim,Not too much confidence
Kenya,100640,Not Muslim,A lot of confidence
Kenya,100641,Not Muslim,A lot of confidence
Kenya,100642,Not Muslim,No confidence at all
Kenya,100643,Not Muslim,Some confidence
Kenya,100644,Not Muslim,Some confidence
Kenya,100645,Not Muslim,A lot of confidence
Kenya,100646,Not Muslim,Some confidence
Kenya,100647,Not Muslim,A lot of confidence
Kenya,100648,Not Muslim,A lot of confidence
Kenya,100649,Muslim,A lot of confidence
Kenya,100650,Not Muslim,A lot of confidence
Kenya,100651,Not Muslim,A lot of confidence
Kenya,100652,Not Muslim,A lot of confidence
Kenya,100653,Not Muslim,A lot of confidence
Kenya,100654,Not Muslim,A lot of confidence
Kenya,100655,Not Muslim,A lot of confidence
Kenya,100656,Not Muslim,A lot of confidence
Kenya,100657,Not Muslim,A lot of confidence
Kenya,100658,Not Muslim,A lot of confidence
Kenya,100659,Not Muslim,A lot of confidence
Kenya,100660,Not Muslim,A lot of confidence
Kenya,100661,Not Muslim,A lot of confidence
Kenya,100662,Not Muslim,A lot of confidence
Kenya,100663,Not Muslim,A lot of confidence
Kenya,100664,Not Muslim,A lot of confidence
Kenya,100665,Not Muslim,A lot of confidence
Kenya,100666,Not Muslim,No confidence at all
Kenya,100667,Not Muslim,Some confidence
Kenya,100668,Not Muslim,Some confidence
Kenya,100669,Not Muslim,Some confidence
Kenya,100670,Not Muslim,A lot of confidence
Kenya,100671,Not Muslim,A lot of confidence
Kenya,100672,Not Muslim,A lot of confidence
Kenya,100673,Not Muslim,A lot of confidence
Kenya,100674,Not Muslim,A lot of confidence
Kenya,100675,Not Muslim,A lot of confidence
Kenya,100676,Not Muslim,A lot of confidence
Kenya,100677,Not Muslim,A lot of confidence
Kenya,100678,Not Muslim,A lot of confidence
Kenya,100679,Not Muslim,A lot of confidence
Kenya,100680,Not Muslim,A lot of confidence
Kenya,100681,Muslim,Some confidence
Kenya,100682,Not Muslim,A lot of confidence
Kenya,100683,Not Muslim,A lot of confidence
Kenya,100684,Not Muslim,A lot of confidence
Kenya,100685,Not Muslim,Some confidence
Kenya,100686,Not Muslim,A lot of confidence
Kenya,100687,Not Muslim,A lot of confidence
Kenya,100688,Not Muslim,A lot of confidence
Kenya,100689,Not Muslim,Some confidence
Kenya,100690,Not Muslim,A lot of confidence
Kenya,100691,Not Muslim,Some confidence
Kenya,100692,Not Muslim,Some confidence
Kenya,100693,Not Muslim,Some confidence
Kenya,100694,Not Muslim,A lot of confidence
Kenya,100695,Not Muslim,A lot of confidence
Kenya,100696,Not Muslim,A lot of confidence
Kenya,100697,Not Muslim,A lot of confidence
Kenya,100698,Not Muslim,A lot of confidence
Kenya,100699,Not Muslim,A lot of confidence
Kenya,100700,Not Muslim,A lot of confidence
Kenya,100701,Not Muslim,A lot of confidence
Kenya,100702,Not Muslim,A lot of confidence
Kenya,100703,Not Muslim,A lot of confidence
Kenya,100704,Not Muslim,A lot of confidence
Kenya,100705,Not Muslim,A lot of confidence
Kenya,100706,Not Muslim,A lot of confidence
Kenya,100707,Not Muslim,A lot of confidence
Kenya,100708,Not Muslim,A lot of confidence
Kenya,100709,Not Muslim,A lot of confidence
Kenya,100710,Not Muslim,Some confidence
Kenya,100711,Not Muslim,A lot of confidence
Kenya,100712,Not Muslim,A lot of confidence
Kenya,100713,Not Muslim,A lot of confidence
Kenya,100714,Not Muslim,Not too much confidence
Kenya,100715,Not Muslim,A lot of confidence
Kenya,100716,Not Muslim,Some confidence
Kenya,100717,Not Muslim,Some confidence
Kenya,100718,Not Muslim,A lot of confidence
Kenya,100719,Not Muslim,Some confidence
Kenya,100720,Not Muslim,A lot of confidence
Kenya,100721,Not Muslim,A lot of confidence
Kenya,100722,Not Muslim,A lot of confidence
Kenya,100723,Not Muslim,A lot of confidence
Kenya,100724,Not Muslim,A lot of confidence
Kenya,100725,Not Muslim,A lot of confidence
Kenya,100726,Not Muslim,A lot of confidence
Kenya,100727,Not Muslim,A lot of confidence
Kenya,100728,Not Muslim,A lot of confidence
Kenya,100729,Not Muslim,A lot of confidence
Kenya,100730,Not Muslim,A lot of confidence
Kenya,100731,Not Muslim,A lot of confidence
Kenya,100732,Not Muslim,A lot of confidence
Kenya,100733,Not Muslim,A lot of confidence
Kenya,100734,Not Muslim,A lot of confidence
Kenya,100735,Not Muslim,A lot of confidence
Kenya,100736,Not Muslim,A lot of confidence
Kenya,100737,Not Muslim,A lot of confidence
Kenya,100738,Not Muslim,A lot of confidence
Kenya,100739,Not Muslim,A lot of confidence
Kenya,100740,Not Muslim,A lot of confidence
Kenya,100741,Not Muslim,A lot of confidence
Kenya,100742,Not Muslim,A lot of confidence
Kenya,100743,Not Muslim,A lot of confidence
Kenya,100744,Not Muslim,A lot of confidence
Kenya,100745,Not Muslim,A lot of confidence
Kenya,100746,Not Muslim,A lot of confidence
Kenya,100747,Not Muslim,Some confidence
Kenya,100748,Not Muslim,A lot of confidence
Kenya,100749,Not Muslim,A lot of confidence
Kenya,100750,Not Muslim,A lot of confidence
Kenya,100751,Not Muslim,A lot of confidence
Kenya,100752,Not Muslim,A lot of confidence
Kenya,100753,Not Muslim,A lot of confidence
Kenya,100754,Not Muslim,A lot of confidence
Kenya,100755,Not Muslim,A lot of confidence
Kenya,100756,Not Muslim,A lot of confidence
Kenya,100757,Not Muslim,Some confidence
Kenya,100758,Not Muslim,A lot of confidence
Kenya,100759,Not Muslim,A lot of confidence
Kenya,100760,Not Muslim,A lot of confidence
Kenya,100761,Not Muslim,A lot of confidence
Kenya,100762,Not Muslim,Some confidence
Kenya,100763,Not Muslim,A lot of confidence
Kenya,100764,Not Muslim,A lot of confidence
Kenya,100765,Not Muslim,A lot of confidence
Kenya,100766,Not Muslim,A lot of confidence
Kenya,100767,Not Muslim,A lot of confidence
Kenya,100768,Not Muslim,A lot of confidence
Kenya,100769,Not Muslim,A lot of confidence
Kenya,100770,Not Muslim,A lot of confidence
Kenya,100771,Not Muslim,A lot of confidence
Kenya,100772,Not Muslim,A lot of confidence
Kenya,100773,Not Muslim,Some confidence
Kenya,100774,Not Muslim,A lot of confidence
Kenya,100775,Not Muslim,Some confidence
Kenya,100776,Not Muslim,Some confidence
Kenya,100777,Not Muslim,A lot of confidence
Kenya,100778,Not Muslim,A lot of confidence
Kenya,100779,Not Muslim,Some confidence
Kenya,100780,Not Muslim,A lot of confidence
Kenya,100781,Not Muslim,A lot of confidence
Kenya,100782,Not Muslim,A lot of confidence
Kenya,100783,Not Muslim,Some confidence
Kenya,100784,Not Muslim,Some confidence
Kenya,100785,Not Muslim,A lot of confidence
Kenya,100786,Not Muslim,Some confidence
Kenya,100787,Not Muslim,Some confidence
Kenya,100788,Not Muslim,A lot of confidence
Kenya,100789,Not Muslim,A lot of confidence
Kenya,100790,Not Muslim,A lot of confidence
Kenya,100791,Not Muslim,A lot of confidence
Kenya,100792,Not Muslim,A lot of confidence
Kenya,100793,Not Muslim,A lot of confidence
Kenya,100794,Not Muslim,A lot of confidence
Kenya,100795,Not Muslim,A lot of confidence
Kenya,100796,Not Muslim,A lot of confidence
Kenya,100797,Not Muslim,A lot of confidence
Kenya,100798,Not Muslim,A lot of confidence
Kenya,100799,Not Muslim,A lot of confidence
Kenya,100800,Not Muslim,A lot of confidence
Kenya,100801,Not Muslim,A lot of confidence
Kenya,100802,Not Muslim,A lot of confidence
Kenya,100803,Not Muslim,A lot of confidence
Kenya,100804,Not Muslim,A lot of confidence
Kenya,100805,Not Muslim,Some confidence
Kenya,100806,Muslim,A lot of confidence
Kenya,100807,Not Muslim,A lot of confidence
Kenya,100808,Not Muslim,A lot of confidence
Kenya,100809,Not Muslim,A lot of confidence
Kenya,100810,Not Muslim,A lot of confidence
Kenya,100811,Not Muslim,A lot of confidence
Kenya,100812,Not Muslim,A lot of confidence
Kenya,100813,Not Muslim,A lot of confidence
Kenya,100814,Not Muslim,A lot of confidence
Kenya,100815,Not Muslim,A lot of confidence
Kenya,100816,Not Muslim,A lot of confidence
Kenya,100817,Not Muslim,A lot of confidence
Kenya,100818,Not Muslim,A lot of confidence
Kenya,100819,Not Muslim,A lot of confidence
Kenya,100820,Not Muslim,A lot of confidence
Kenya,100821,Not Muslim,A lot of confidence
Kenya,100822,Not Muslim,A lot of confidence
Kenya,100823,Not Muslim,A lot of confidence
Kenya,100824,Not Muslim,A lot of confidence
Kenya,100825,Not Muslim,A lot of confidence
Kenya,100826,Not Muslim,A lot of confidence
Kenya,100827,Not Muslim,Some confidence
Kenya,100828,Not Muslim,Some confidence
Kenya,100829,Not Muslim,Some confidence
Kenya,100830,Not Muslim,Don't know
Kenya,100831,Not Muslim,Not too much confidence
Kenya,100832,Not Muslim,Not too much confidence
Kenya,100833,Not Muslim,Some confidence
Kenya,100834,Not Muslim,Don't know
Kenya,100835,Not Muslim,A lot of confidence
Kenya,100836,Not Muslim,A lot of confidence
Kenya,100837,Not Muslim,A lot of confidence
Kenya,100838,Not Muslim,A lot of confidence
Kenya,100839,Not Muslim,A lot of confidence
Kenya,100840,Not Muslim,A lot of confidence
Kenya,100841,Not Muslim,A lot of confidence
Kenya,100842,Not Muslim,A lot of confidence
Kenya,100843,Not Muslim,Some confidence
Kenya,100844,Not Muslim,Some confidence
Kenya,100845,Not Muslim,A lot of confidence
Kenya,100846,Not Muslim,A lot of confidence
Kenya,100847,Not Muslim,A lot of confidence
Kenya,100848,Not Muslim,Don't know
Kenya,100849,Not Muslim,A lot of confidence
Kenya,100850,Not Muslim,A lot of confidence
Kenya,100851,Not Muslim,A lot of confidence
Kenya,100852,Not Muslim,A lot of confidence
Kenya,100853,Not Muslim,A lot of confidence
Kenya,100854,Not Muslim,A lot of confidence
Kenya,100855,Not Muslim,A lot of confidence
Kenya,100856,Not Muslim,A lot of confidence
Kenya,100857,Not Muslim,No confidence at all
Kenya,100858,Not Muslim,A lot of confidence
Kenya,100859,Not Muslim,A lot of confidence
Kenya,100860,Not Muslim,A lot of confidence
Kenya,100861,Not Muslim,A lot of confidence
Kenya,100862,Not Muslim,A lot of confidence
Kenya,100863,Not Muslim,A lot of confidence
Kenya,100864,Not Muslim,Some confidence
Kenya,100865,Not Muslim,A lot of confidence
Kenya,100866,Not Muslim,A lot of confidence
Kenya,100867,Not Muslim,Some confidence
Kenya,100868,Not Muslim,Some confidence
Kenya,100869,Not Muslim,A lot of confidence
Kenya,100870,Not Muslim,Some confidence
Kenya,100871,Not Muslim,A lot of confidence
Kenya,100872,Not Muslim,A lot of confidence
Kenya,100873,Not Muslim,A lot of confidence
Kenya,100874,Not Muslim,A lot of confidence
Kenya,100875,Not Muslim,A lot of confidence
Kenya,100876,Not Muslim,A lot of confidence
Kenya,100877,Not Muslim,A lot of confidence
Kenya,100878,Not Muslim,Not too much confidence
Kenya,100879,Not Muslim,A lot of confidence
Kenya,100880,Not Muslim,A lot of confidence
Kenya,100881,Not Muslim,A lot of confidence
Kenya,100882,Not Muslim,A lot of confidence
Kenya,100883,Not Muslim,A lot of confidence
Kenya,100884,Not Muslim,A lot of confidence
Kenya,100885,Not Muslim,Some confidence
Kenya,100886,Not Muslim,A lot of confidence
Kenya,100887,Not Muslim,A lot of confidence
Kenya,100888,Not Muslim,A lot of confidence
Kenya,100889,Not Muslim,A lot of confidence
Kenya,100890,Not Muslim,A lot of confidence
Kenya,100891,Not Muslim,A lot of confidence
Kenya,100892,Not Muslim,A lot of confidence
Kenya,100893,Not Muslim,A lot of confidence
Kenya,100894,Not Muslim,A lot of confidence
Kenya,100895,Not Muslim,A lot of confidence
Kenya,100896,Not Muslim,A lot of confidence
Kenya,100897,Not Muslim,A lot of confidence
Kenya,100898,Not Muslim,A lot of confidence
Kenya,100899,Not Muslim,A lot of confidence
Kenya,100900,Not Muslim,A lot of confidence
Kenya,100901,Not Muslim,A lot of confidence
Kenya,100902,Not Muslim,A lot of confidence
Kenya,100903,Not Muslim,A lot of confidence
Kenya,100904,Not Muslim,A lot of confidence
Kenya,100905,Not Muslim,A lot of confidence
Kenya,100906,Not Muslim,A lot of confidence
Kenya,100907,Not Muslim,A lot of confidence
Kenya,100908,Not Muslim,A lot of confidence
Kenya,100909,Not Muslim,A lot of confidence
Kenya,100910,Not Muslim,A lot of confidence
Kenya,100911,Not Muslim,A lot of confidence
Kenya,100912,Not Muslim,A lot of confidence
Kenya,100913,Not Muslim,A lot of confidence
Kenya,100914,Not Muslim,A lot of confidence
Kenya,100915,Not Muslim,A lot of confidence
Kenya,100916,Not Muslim,A lot of confidence
Kenya,100917,Not Muslim,A lot of confidence
Kenya,100918,Not Muslim,A lot of confidence
Kenya,100919,Not Muslim,A lot of confidence
Kenya,100920,Not Muslim,A lot of confidence
Kenya,100921,Not Muslim,A lot of confidence
Kenya,100922,Not Muslim,A lot of confidence
Kenya,100923,Not Muslim,A lot of confidence
Kenya,100924,Not Muslim,Some confidence
Kenya,100925,Not Muslim,A lot of confidence
Kenya,100926,Not Muslim,A lot of confidence
Kenya,100927,Not Muslim,A lot of confidence
Kenya,100928,Not Muslim,A lot of confidence
Kenya,100929,Not Muslim,A lot of confidence
Kenya,100930,Not Muslim,A lot of confidence
Kenya,100931,Not Muslim,A lot of confidence
Kenya,100932,Not Muslim,A lot of confidence
Kenya,100933,Not Muslim,Not too much confidence
Kenya,100934,Not Muslim,A lot of confidence
Kenya,100935,Muslim,A lot of confidence
Kenya,100936,Not Muslim,A lot of confidence
Kenya,100937,Not Muslim,A lot of confidence
Kenya,100938,Not Muslim,Some confidence
Kenya,100939,Not Muslim,A lot of confidence
Kenya,100940,Not Muslim,No confidence at all
Kenya,100941,Not Muslim,A lot of confidence
Kenya,100942,Not Muslim,A lot of confidence
Kenya,100943,Not Muslim,A lot of confidence
Kenya,100944,Not Muslim,A lot of confidence
Kenya,100945,Not Muslim,A lot of confidence
Kenya,100946,Not Muslim,Some confidence
Kenya,100947,Not Muslim,Some confidence
Kenya,100948,Not Muslim,Some confidence
Kenya,100949,Not Muslim,A lot of confidence
Kenya,100950,Not Muslim,A lot of confidence
Kenya,100951,Not Muslim,Some confidence
Kenya,100952,Not Muslim,A lot of confidence
Kenya,100953,Not Muslim,Some confidence
Kenya,100954,Not Muslim,Some confidence
Kenya,100955,Not Muslim,A lot of confidence
Kenya,100956,Not Muslim,A lot of confidence
Kenya,100957,Not Muslim,A lot of confidence
Kenya,100958,Not Muslim,A lot of confidence
Kenya,100959,Not Muslim,A lot of confidence
Kenya,100960,Not Muslim,A lot of confidence
Kenya,100961,Not Muslim,Some confidence
Kenya,100962,Not Muslim,Some confidence
Kenya,100963,Not Muslim,Some confidence
Kenya,100964,Not Muslim,Some confidence
Kenya,100965,Not Muslim,Some confidence
Kenya,100966,Not Muslim,Some confidence
Kenya,100967,Not Muslim,No confidence at all
Kenya,100968,Not Muslim,A lot of confidence
Kenya,100969,Not Muslim,Don't know
Kenya,100970,Not Muslim,A lot of confidence
Kenya,100971,Not Muslim,A lot of confidence
Kenya,100972,Not Muslim,A lot of confidence
Kenya,100973,Not Muslim,Some confidence
Kenya,100974,Not Muslim,Some confidence
Kenya,100975,Not Muslim,Some confidence
Kenya,100976,Not Muslim,A lot of confidence
Kenya,100977,Muslim,A lot of confidence
Kenya,100978,Not Muslim,A lot of confidence
Kenya,100979,Not Muslim,Some confidence
Kenya,100980,Not Muslim,A lot of confidence
Kenya,100981,Not Muslim,A lot of confidence
Kenya,100982,Not Muslim,A lot of confidence
Kenya,100983,Not Muslim,A lot of confidence
Kenya,100984,Not Muslim,A lot of confidence
Kenya,100985,Not Muslim,A lot of confidence
Kenya,100986,Muslim,Some confidence
Kenya,100987,Not Muslim,A lot of confidence
Kenya,100988,Not Muslim,A lot of confidence
Kenya,100989,Not Muslim,A lot of confidence
Kenya,100990,Not Muslim,Some confidence
Kenya,100991,Not Muslim,A lot of confidence
Kenya,100992,Not Muslim,A lot of confidence
Kenya,100993,Not Muslim,A lot of confidence
Kenya,100994,Not Muslim,A lot of confidence
Kenya,100995,Not Muslim,A lot of confidence
Kenya,100996,Not Muslim,A lot of confidence
Kenya,100997,Not Muslim,A lot of confidence
Kenya,100998,Not Muslim,Some confidence
Kenya,100999,Not Muslim,A lot of confidence
Kenya,101000,Not Muslim,A lot of confidence
Kenya,101001,Not Muslim,A lot of confidence
Kenya,101002,Not Muslim,Some confidence
Japan,101003,Not Muslim,Some confidence
Japan,101004,Not Muslim,A lot of confidence
Japan,101005,Not Muslim,Some confidence
Japan,101006,Not Muslim,Some confidence
Japan,101007,Not Muslim,A lot of confidence
Japan,101008,Not Muslim,A lot of confidence
Japan,101009,Not Muslim,Don't know
Japan,101010,Not Muslim,Some confidence
Japan,101011,Not Muslim,Some confidence
Japan,101012,Not Muslim,Some confidence
Japan,101013,Not Muslim,A lot of confidence
Japan,101014,Not Muslim,Not too much confidence
Japan,101015,Not Muslim,Some confidence
Japan,101016,Not Muslim,Some confidence
Japan,101017,Not Muslim,Some confidence
Japan,101018,Not Muslim,Some confidence
Japan,101019,Not Muslim,Some confidence
Japan,101020,Not Muslim,Some confidence
